DATE_TIME,current_contract,next_contract,carry_contract
2012-10-17 23:00:00,20130100,20130300,20121100
2012-12-14 23:00:00,20130300,20130500,20130100
2013-02-14 23:00:00,20130500,20130700,20130300
2013-04-16 23:00:00,20130700,20130900,20130500
2013-06-17 23:00:00,20130900,20131100,20130700
2013-08-16 23:00:00,20131100,20140100,20130900
2013-10-17 23:00:00,20140100,20140300,20131100
2013-12-16 23:00:00,20140300,20140500,20140100
2014-02-14 23:00:00,20140500,20140700,20140300
2014-04-16 23:00:00,20140700,20140900,20140500
2014-06-17 23:00:00,20140900,20141100,20140700
2014-08-18 23:00:00,20141100,20150100,20140900
2014-10-17 23:00:00,20150100,20150300,20141100
2014-12-15 23:00:00,20150300,20150500,20150100
2015-02-13 23:00:00,20150500,20150700,20150300
2015-04-16 23:00:00,20150700,20150900,20150500
2015-06-17 23:00:00,20150900,20151100,20150700
2015-08-17 23:00:00,20151100,20160100,20150900
2015-10-16 23:00:00,20160100,20160300,20151100
2015-12-16 23:00:00,20160300,20160500,20160100
2016-02-16 23:00:00,20160500,20160700,20160300
2016-04-15 23:00:00,20160700,20160900,20160500
2016-06-17 23:00:00,20160900,20161100,20160700
2016-08-17 23:00:00,20161100,20170100,20160900
2016-10-17 23:00:00,20170100,20170300,20161100
2016-12-15 23:00:00,20170300,20170500,20170100
2017-02-14 23:00:00,20170500,20170700,20170300
2017-04-17 23:00:00,20170700,20170900,20170500
2017-06-16 23:00:00,20170900,20171100,20170700
2017-08-17 23:00:00,20171100,20180100,20170900
2017-10-17 23:00:00,20180100,20180300,20171100
2017-12-15 23:00:00,20180300,20180500,20180100
2018-02-14 23:00:00,20180500,20180700,20180300
2018-04-16 23:00:00,20180700,20180900,20180500
2018-06-18 23:00:00,20180900,20181100,20180700
2018-08-17 23:00:00,20181100,20190100,20180900
2018-10-17 23:00:00,20190100,20190300,20181100
2018-12-14 23:00:00,20190300,20190500,20190100
2019-02-14 23:00:00,20190500,20190700,20190300
2019-04-16 23:00:00,20190700,20190900,20190500
2019-06-17 23:00:00,20190900,20191100,20190700
2019-08-16 23:00:00,20191100,20200100,20190900
2019-10-17 23:00:00,20200100,20200300,20191100
2019-12-16 23:00:00,20200300,20200500,20200100
2020-02-14 23:00:00,20200500,20200700,20200300
2020-04-16 23:00:00,20200700,20200900,20200500
2020-06-17 23:00:00,20200900,20201100,20200700
2020-08-17 23:00:00,20201100,20210100,20200900
2020-10-16 23:00:00,20210100,20210300,20201100
2020-12-15 23:00:00,20210300,20210500,20210100
2021-02-12 23:00:00,20210500,20210700,20210300
2021-04-16 23:00:00,20210700,20210900,20210500
2021-06-17 00:00:00,20210900,20211100,20210700
2021-08-17 23:00:00,20211100,20220100,20210900
2021-10-18 05:00:00,20220100,20220300,20211100
2021-12-15 06:00:00,20220300,20220500,20220100
2022-02-14 23:00:00,20220500,20220700,20220300
2022-04-14 13:00:00,20220700,20220900,20220500
2022-06-17 13:00:00,20220900,20221100,20220700
2022-08-17 00:00:00,20221100,20230100,20220900
2022-10-17 13:00:00,20230100,20230300,20221100
2022-12-15 23:00:00,20230300,20230500,20230100
2023-02-14 23:00:00,20230500,20230700,20230300
2023-04-17 13:00:00,20230700,20230900,20230500
2023-06-16 23:00:00,20230900,20231100,20230700
2023-08-17 00:00:00,20231100,20240100,20230900
2023-10-17 23:00:00,20240100,20240300,20231100
2023-12-15 14:00:00,20240300,20240500,20240100
2024-02-15 01:00:00,20240500,20240700,20240300
2024-04-16 00:00:00,20240700,20240900,20240500
2024-06-17 13:00:00,20240900,20241100,20240700
2024-08-16 13:00:00,20241100,20250100,20240900
2024-10-18 16:00:00,20250100,20250300,20241100
2024-12-15 21:00:00,20250300,20250500,20250100
2025-02-15 23:00:00,20250500,20250700,20250300
